stable_article_id,title,date,primary_body,party,year_month,source,weight,q1_score,q1_n,q2_score,q2_n,q3_score,q3_n,q4_score,q4_n
art_v1_ecd517456fe3abfe74054bb574444d41687b109fdd38958f80a2b271d6c15339,Progressives retract letter on Ukraine.,2022-10-31,"Plus, a question about Evan McMullin and caucusing",democrat,2022-10,Tangle,2.5649493574615367,37.5,4.0,25.0,2.0,,,,
art_v1_ecd517456fe3abfe74054bb574444d41687b109fdd38958f80a2b271d6c15339,Progressives retract letter on Ukraine.,2022-10-31,"Plus, a question about Evan McMullin and caucusing",republican,2022-10,Tangle,1.9459101490553128,65.83333333333333,6.0,50.0,1.0,,,60.0,2.0
art_v1_ecd554fc6bcfc35e5eeb9170e3f838f3a585dfa1884b085a7289c44398b2ab22,Biden and other leaders cast about for ways to help Ukraine at summit,2022-07-02,"TELFS, Austria — Ukrainian President Volodymyr Zel",democrat,2022-07,Washington Post.com,1.3862943611198906,0.0,1.0,,,,,0.0,1.0
art_v1_ecd55d56328bfa77cd1cb813e314e4d75e52289de4e35aa608d9a2eee04db529,Ukraine and Israel wars create sharp political divides,2023-11-12,A new Wisconsin poll illustrates how brutal wars i,republican,2023-11,The Post-Crescent,0.6931471805599453,80.0,1.0,,,,,,
art_v1_ecd9c9ac9939c730b325353b6e960960a5b41696799009de5dbda687eca2a618,U.S. Officials Make Top-Secret Visit to Ukraine,2022-04-25,The American government refused to comment on repo,democrat,2022-04,NYTimes.com Feed,1.6094379124341005,5.0,2.0,10.0,1.0,10.0,1.0,10.0,2.0
art_v1_ecd9c9ac9939c730b325353b6e960960a5b41696799009de5dbda687eca2a618,U.S. Officials Make Top-Secret Visit to Ukraine,2022-04-25,The American government refused to comment on repo,republican,2022-04,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_ecda51471fa266cbe56d5e05a84429a4d8869c944addd34da1b71c8ed805aff7,Biden Warns Xi on Aiding Russia's War in Ukraine; The call is the first between the U.S. and Chinese leaders since last year's summit,2024-04-03,In his first call with Chinese President Xi Jinpin,democrat,2024-04,The Wall Street Journal Online,0.6931471805599453,,,,,,,,
art_v1_ecda6f17a01043f96f81eb8de11df74d83206712906c034becae87f36348013b,war in ukraine News briefing; Putin eulogizes coup leader Prigozhin,2023-08-25,Russian President Vladimir Putin expressed condole,democrat,2023-08,USA Today,0.6931471805599453,10.0,1.0,10.0,1.0,10.0,1.0,20.0,1.0
art_v1_ecde1d8cf444774aad22e2addde442ca9df391d770e6e3767a4c9c592c68cd38,Zelensky warns U.N. that Russia is preparing to attack nuclear plants,2024-09-25,UNITED NATIONS — Russia is making plans to attack ,democrat,2024-09,Washington Post.com,1.0986122886681098,20.0,1.0,20.0,1.0,,,,
art_v1_ecde1d8cf444774aad22e2addde442ca9df391d770e6e3767a4c9c592c68cd38,Zelensky warns U.N. that Russia is preparing to attack nuclear plants,2024-09-25,UNITED NATIONS — Russia is making plans to attack ,republican,2024-09,Washington Post.com,1.0986122886681098,70.0,1.0,70.0,1.0,,,,
art_v1_ecdffb25ff8e045b060386edae7771bdc3350bd4fd85c53f55eb072836a5bffa,"As The Ukrainians Fling 50,000 Drones A Month, The Russians Can’t Get Their Drone-Jammers To Work",2024-02-16,When Russia-aligned Republicans in the U.S. Congre,republican,2024-02,Forbes.com,1.0986122886681098,50.0,2.0,20.0,1.0,,,,
art_v1_ece43a74ecf55ad2e26d7470ac3d5fa9660bebaf0b0590800f73569a93b6434c,"For Ukrainian refugees, 'the end is not in sight'",2022-03-23,As beleaguered Ukrainian refugees crossed their na,democrat,2022-03,USA Today,0.6931471805599453,,,,,,,,
art_v1_ece43b57a25508b419f1cc963fe2b9a5b5fb65f1cf4d4115a09e61f1e4ce134f,U.S.-made missiles strike deep into Russia,2024-11-20,KYIV - Ukraine fired American-made ATACMS missiles,democrat,2024-11,The Washington Post,1.6094379124341005,17.5,4.0,20.0,1.0,25.0,2.0,,
art_v1_ece43b57a25508b419f1cc963fe2b9a5b5fb65f1cf4d4115a09e61f1e4ce134f,U.S.-made missiles strike deep into Russia,2024-11-20,KYIV - Ukraine fired American-made ATACMS missiles,republican,2024-11,The Washington Post,1.791759469228055,53.333333333333336,3.0,0.0,1.0,,,,
art_v1_ece74adccebab5164ad89abee37e98a0a485a2c1a3989d480a8d4d8338744291,Politics Doesn’t Even Stop in the Middle of the Ocean Anymore,2023-06-26,It’s highly unlikely that the average American is ,democrat,2023-06,The National Herald,1.0986122886681098,55.0,2.0,60.0,1.0,20.0,1.0,60.0,1.0
art_v1_ece74adccebab5164ad89abee37e98a0a485a2c1a3989d480a8d4d8338744291,Politics Doesn’t Even Stop in the Middle of the Ocean Anymore,2023-06-26,It’s highly unlikely that the average American is ,republican,2023-06,The National Herald,1.3862943611198906,55.0,3.0,82.5,2.0,0.0,1.0,,
art_v1_ecf0b5d4c73137ccfe195080e7e724948e1528b89bbb67087734b29382f77f5a,FAST TAKES,2024-04-16,"Foreign desk: Why Biden Urges Allies' Restraint
Pr",republican,2024-04,New York Post,0.6931471805599453,80.0,1.0,,,,,,
art_v1_ecf20d269917dfd5e5eff8892829c84c995127509f0405da4343cf1b9bb59e7e,Russia's top central banker tried to quit over the Ukraine invasion — Putin wouldn't let her,2022-03-24,* A top Russian central banker tried resigning ove,democrat,2022-03,Business Insider,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ecf2bc5da8e41b7f8c57b493c93a02d42f9098adfc1e5f2382bb7a03fef78820,Ukraine's Zelensky says he had a 'meaningful' call with Chinese leader Xi,2023-04-27,CORRECTION: An April 27 A-section article about Ch,democrat,2023-04,The Washington Post,0.6931471805599453,,,,,,,,
art_v1_ecfe3f1a53fe84d5f53ca88ff2576731852adc879f7261141e545667aad32af9,Blinken Hints U.S. May Allow Ukraine Greater Latitude to Strike in Russia,2024-05-31,The U.S. secretary of state suggested that Ukraine,democrat,2024-05,NYTimes.com Feed,1.9459101490553128,12.5,4.0,10.0,1.0,,,10.0,1.0
art_v1_ecffcefcd556f2d67fe63cad3bc58c74a403c75c486db89dcf3070be92cbc033,Putin Appears to Say That North Korean Troops Are in Russia,2024-10-25,“If there are images they are a reflection of some,republican,2024-10,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_ed0714906a96b1bf212b3b12796a4275a1f4be042312c66e975c39ccb488354b,"Graham thinks Senate will pass Israel, Ukraine package despite GOP pushback",2023-11-05,"Click on link.
 Sen. Lindsey Graham (R-S.C.) said ",democrat,2023-11,Axios,0.6931471805599453,10.0,1.0,,,50.0,1.0,0.0,1.0
art_v1_ed0714906a96b1bf212b3b12796a4275a1f4be042312c66e975c39ccb488354b,"Graham thinks Senate will pass Israel, Ukraine package despite GOP pushback",2023-11-05,"Click on link.
 Sen. Lindsey Graham (R-S.C.) said ",republican,2023-11,Axios,1.3862943611198906,33.333333333333336,3.0,,,,,10.0,1.0
art_v1_ed10b6e7b7fe554ae9c8103555b6aec0fdd1ea2554d2bdcdd12ffe52dc9ee11d,"'Another awful crime': Russian attack kills, maims rescue workers: Live Ukraine updates",2023-08-09,Russia’s “double-tap’’ attack on the small eastern,democrat,2023-08,USA Today Online,0.6931471805599453,10.0,1.0,,,,,,
art_v1_ed11d69201fd767155940e8cbac97acacbdb36673001acc0e7f9edb1dadc157d,The list of anti-Ukraine Republican lawmakers is quickly growing,2022-05-14,"Once belittled by then-President Trump as a ""third",republican,2022-05,Washington Post.com,1.9459101490553128,69.16666666666667,6.0,40.0,1.0,,,,
art_v1_ed12373ccb5473ad806d8588fd279e98aea306966edaa31f26a44875e2311e88,Battleground Nevada,2022-04-01,The state will help determine Senate control in th,democrat,2022-04,NYTimes.com Feed,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ed1d7833ff2f76686c4cbbd2c98a7c3ba1f7b532866f8fcb1f95bb96468d8609,"Macron Didn't Want to Humiliate Putin. Now He Wants to Get Tough. French president once advocated dialogue with Russia but now wants to keep all military options open in Ukraine, unsettling NATO allies",2024-04-03,President Emmanuel Macron of France held confident,democrat,2024-04,The Wall Street Journal Online,1.6094379124341005,35.0,2.0,,,0.0,1.0,,
art_v1_ed2013135114cb8aa6dae48e9bed1594d152c79ae6d244f1f6b31d2051bf5b60,Mitch McConnell was never a classic pol. He managed to defy Democratic presidents anyway.,2024-02-29,"Mitch McConnell is the opposite of a classic pol, ",democrat,2024-02,USA Today Online,0.6931471805599453,,,,,,,,
art_v1_ed2013135114cb8aa6dae48e9bed1594d152c79ae6d244f1f6b31d2051bf5b60,Mitch McConnell was never a classic pol. He managed to defy Democratic presidents anyway.,2024-02-29,"Mitch McConnell is the opposite of a classic pol, ",republican,2024-02,USA Today Online,0.6931471805599453,50.0,1.0,,,,,,
art_v1_ed214d0334d9d8dae6990532ce6a6bcd4689c46efeba53447fd67b7eb4c5dfb4,"Ukraine Is the West's War Now; The initial reluctance of the U.S. and its allies to help Kyiv fight Russia has turned into a massive program of military assistance, which carries risks of its own",2023-02-25,Two days before the Russian invasion of his countr,democrat,2023-02,The Wall Street Journal Online,1.791759469228055,66.66666666666667,3.0,35.0,2.0,0.0,1.0,0.0,1.0
art_v1_ed23118272a7f8fd0aa7f8a152bb62e5b8213fabeb1d1998bf9554c658aec0af,"How the right aims to scuttle border talks ; In today’s edition … The Senate is expected to pass a stopgap bill that funds the government through March 1 and March 8 … Haley steps up attacks on Trump, but some in N.H. see her holding back.",2024-01-18,"Good morning, Early Birds. Congratulations to Rep.",democrat,2024-01,Washington Post.com,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ed23118272a7f8fd0aa7f8a152bb62e5b8213fabeb1d1998bf9554c658aec0af,"How the right aims to scuttle border talks ; In today’s edition … The Senate is expected to pass a stopgap bill that funds the government through March 1 and March 8 … Haley steps up attacks on Trump, but some in N.H. see her holding back.",2024-01-18,"Good morning, Early Birds. Congratulations to Rep.",republican,2024-01,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_ed24599dae5c20ea892475d136042682164a7f51c028e7895ded6a1320231d40,"As Zelensky lands in Japan, public worry grows about pressure to send weapons.",2023-05-20,"HIROSHIMA, Japan —Japan officially rolled out a re",democrat,2023-05,NYTimes.com Feed,0.6931471805599453,20.0,1.0,,,,,,
art_v1_ed2a1f54ef03bf3b8ed67ad2a9ba9a80402c9ce89a78af5e44325756217ea745,Ukraine uses U.S.-provided long-range missiles against Russia for first time: UKRAINE,2023-10-18,The United States has quietly delivered the long-r,democrat,2023-10,The Atlanta Journal - Constitution,1.0986122886681098,35.0,2.0,,,,,,
art_v1_ed2a5fc13ab1cea5a78b110982c0d3ff331240085ba38b91bab4c3bd1fe3fe19,"Zelenskyy, Biden Among Tuesday Speakers at UN General Assembly",2023-09-19,"September 19, 2023 2:35 AM update September 19, 20",democrat,2023-09,Voice of America Press Releases and Documents,0.6931471805599453,,,,,,,,
art_v1_ed2e813ac28cccb118338a4d99262c398872b585f0979af8e9f0d0a0527a6d71,Zelensky makes dramatic G-7 visit as Biden mobilizes allies over China,2023-05-21,"HIROSHIMA, Japan — Ukrainian President Volodymyr Z",democrat,2023-05,Washington Post.com,1.0986122886681098,0.0,1.0,,,100.0,1.0,,
art_v1_ed31876080b8573bc0b51b3ba42faf05c75c238f00e45b1cbab7d921a83dc700,'SNL': Biden administration invites TikTok creators for summit at White House on Ukraine war,2022-03-13,The Biden administration reportedly briefed TikTok,democrat,2022-03,USA Today Online,1.3862943611198906,30.0,1.0,,,,,,
art_v1_ed3f039bcc3450d381750e6286f90a7fc02b6d44321e41d58c6ebe967d966273,Editorial: Victory should be the goal in Ukraine,2023-02-26,At the one-year mark of Russia's invasion of Ukrai,democrat,2023-02,The Detroit News Online,1.6094379124341005,5.0,4.0,5.0,4.0,0.0,1.0,0.0,1.0
art_v1_ed3f6c8d23b152bb00f7f2ee1533ddc5eb7893c669c451040ffe6b0ee34387c0,What is true and false in Spartz and Goodrich 5th Congressional District attack ads?,2024-04-26,Victoria Spartz and Chuck Goodrich have swiped at ,republican,2024-04,IndyStar,1.791759469228055,37.0,5.0,10.0,1.0,,,65.0,2.0
art_v1_ed4591a3999cbe57460c55c152b205491b9e47af2eafe0c1a063f4306d279d16,"Ukraine Has ‘Significant’ Human Rights Abuse Issues, State Department Reports",2024-04-24,The Republican-controlled House of Representatives,republican,2024-04,Heritage Foundation - The Daily Signal,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ed478079ba67566af48cd8fea418d73034280e6d7bc9e7b4452a33ca61db7a27,"A year later, the struggle continues; On the anniversary of Putin's invasion, Ukraine fights on for its independence",2023-02-19,It’s not an anniversary anyone wants to celebrate.,democrat,2023-02,The Philadelphia Daily News,1.0986122886681098,15.0,2.0,10.0,1.0,10.0,1.0,10.0,1.0
art_v1_ed47be266959481da02752624b49397d4c5b9dd9b024f37f963041f082a29327,"5 things to know about Mike Johnson, the new House speaker",2023-10-25,The Republican-led House voted Wednesday for Rep. ,republican,2023-10,Washington Post.com,1.0986122886681098,80.0,2.0,,,,,,
art_v1_ed4bd03d31440c32b3968836164f45f2b028d4abe92145bc387b4770ceba0fb4,"Shutdown Fears Fade After White House Meeting; House Speaker Johnson, Senate leader Schumer say they are optimistic on deal in coming days",2024-02-28,WASHINGTON—Democratic and Republican congressional,democrat,2024-02,The Wall Street Journal Online,1.3862943611198906,15.0,2.0,,,,,,
art_v1_ed4bd03d31440c32b3968836164f45f2b028d4abe92145bc387b4770ceba0fb4,"Shutdown Fears Fade After White House Meeting; House Speaker Johnson, Senate leader Schumer say they are optimistic on deal in coming days",2024-02-28,WASHINGTON—Democratic and Republican congressional,republican,2024-02,The Wall Street Journal Online,1.791759469228055,33.0,5.0,0.0,1.0,,,33.333333333333336,3.0
art_v1_ed5d1db08352749241ab7474aaea0c36f000f2a8706ee642371bf4fa8f720d1b,Pivot away from blind pro-Ukraine militarism is just brinkmanship It's discouraging that long-overdue public questioning of continued U.S. funding for Ukraine's defense is being waged by the most extreme Republican partisans.,2023-10-05,Mainstream media has recently reported some surpri,republican,2023-10,Portland Press Herald,0.6931471805599453,80.0,1.0,,,,,80.0,1.0
art_v1_ed5e30a4eea207256c4b446735d21bdec44b25050591d0939b30f143a16e6c8c,Russia and Ukraine Swap More Than 300 Prisoners Ahead of U.S. Transition,2024-12-31,"Exchanges have taken place before, but this deal, ",republican,2024-12,NYTimes.com Feed,1.3862943611198906,75.0,3.0,,,,,,
art_v1_ed5eb033ff30cd4e7ba5aa968fc81001ce6f04b1a1572ef363d54ba0e4ef7be5,"Russia's air force appears to be turning more to an 1,100-pound cluster bomb in one of the deadliest fights in Ukraine, intel says",2023-11-30,* Russia's air force seems to be increasingly usin,democrat,2023-11,Business Insider,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ed65b1ca30fd5b2d9c67eb49a75b00bf8cfcbc3b54f4cb906718ec1d9a95c6ea,"Russia's top diplomat mum on war; At UN, Lavrov only airs grievance list against US, its allies",2023-09-24,UNITED NATIONS - Russia's top diplomat denounced t,democrat,2023-09,The Allentown Morning Call,1.0986122886681098,10.0,1.0,10.0,1.0,,,,
art_v1_ed6792ffe31bac5d8f41e7189472617aa589637a07232c97c0693aa0b4d54a56,questions for a USU professor who is ethnic Russian and grew up in eastern Ukraine 5 How will peace emerge in Ukraine?,2022-03-04,"With Russia's invasion of Ukraine ongoing, Utah St",democrat,2022-03,Deseret News,0.6931471805599453,50.0,1.0,,,,,,
art_v1_ed6914ea72d703b58a50d18bf3770ce784b69a055aa87f7f86d16e37ecdf8f1e,Biden is exploring using Russian money to rebuild Ukraine,2022-04-28,The Biden administration is weighing options for d,democrat,2022-04,Roll Call,1.3862943611198906,16.666666666666668,3.0,15.0,2.0,,,20.0,3.0
art_v1_ed6b4b905876c7f426196bad1217858e925d47f774f997525ecc22adfcb42328,Analysis: Europeans Get Bolder In Backing Kyiv Victory,2023-07-17,"VILNIUS, Lithuania -- Last week's NATO summit reve",democrat,2023-07,The Wall Street Journal,2.079441541679836,24.0,5.0,5.0,2.0,0.0,2.0,5.0,2.0
art_v1_ed6b4b905876c7f426196bad1217858e925d47f774f997525ecc22adfcb42328,Analysis: Europeans Get Bolder In Backing Kyiv Victory,2023-07-17,"VILNIUS, Lithuania -- Last week's NATO summit reve",republican,2023-07,The Wall Street Journal,1.0986122886681098,85.0,2.0,,,,,,
art_v1_ed6d8369e6dd132644064fdfc1cc1a9de1e520f9b02cfbbef76c6a3009fe18b3,An Oscars Preview,2022-03-26,The 94th Academy Awards are tomorrow night. We hav,democrat,2022-03,NYTimes.com Feed,0.6931471805599453,,,0.0,1.0,,,,
art_v1_ed6db5bff9e290cc436fa22fe3de7374b195458b35df9112d94353c017ca1a8f,Biden: Don't play 'into Putin's hands'; House GOP urged to act after Senate OKs Ukraine aid package,2024-02-14,WASHINGTON - President Joe Biden on Tuesday called,democrat,2024-02,South Florida Sun-Sentinel,0.6931471805599453,10.0,1.0,10.0,1.0,,,,
art_v1_ed6db5bff9e290cc436fa22fe3de7374b195458b35df9112d94353c017ca1a8f,Biden: Don't play 'into Putin's hands'; House GOP urged to act after Senate OKs Ukraine aid package,2024-02-14,WASHINGTON - President Joe Biden on Tuesday called,republican,2024-02,South Florida Sun-Sentinel,1.6094379124341005,60.0,3.0,70.0,1.0,,,90.0,1.0
art_v1_ed6f04ba089a910a36069097ad80e16f67fe91cf26f1e19cd59c9b857ba0e407,Russia Retakes Some Land Hard Won by Ukraine During Counteroffensive,2023-12-28,Russia’s recent progress around the southern villa,democrat,2023-12,NYTimes.com Feed,0.6931471805599453,20.0,1.0,,,,,,
art_v1_ed6f04ba089a910a36069097ad80e16f67fe91cf26f1e19cd59c9b857ba0e407,Russia Retakes Some Land Hard Won by Ukraine During Counteroffensive,2023-12-28,Russia’s recent progress around the southern villa,republican,2023-12,NYTimes.com Feed,0.6931471805599453,80.0,1.0,,,,,,
art_v1_ed6f1c6a6d9435e02ac414a7993337312add9797522f0f121367595a486d2872,"Arizona Sen. Wendy Rogers censured by Senate after calling for public hangings, attacking Ukraine's president",2022-03-02,Arizona's Republican and Democratic state senators,republican,2022-03,USA Today Online,1.6094379124341005,10.0,2.0,0.0,1.0,,,,
art_v1_ed73a94957d9b9cf30b8a82cab7c2c36796f6534146d11ff1a3a5af4b73ca3a0,Manchin makes permitting push as time ticks away for a deal,2022-09-26,"Shanah Tova, Early Birds! Nearly a year after they",republican,2022-09,Washington Post.com,1.791759469228055,45.0,4.0,45.0,2.0,,,10.0,1.0
art_v1_ed7aa930c5de85e0ceb65550e9a0005449491966a2c846898fc7edd944b728fb,US: Russia underestimated Ukraine's resistance,2022-03-09,WASHINGTON — The United States believes Russia und,democrat,2022-03,St. Louis Post-Dispatch,0.6931471805599453,,,0.0,1.0,,,,
art_v1_ed7c550d98b501adf6d011b36827ceab7013736e1f75dd92e0bc1aac38fb0176,Congress seeks to arm Taiwan quickly as China threat grows,2022-11-14,Mindful of lessons learned from Russia's invasion ,democrat,2022-11,Washington Post.com,1.0986122886681098,,,,,100.0,2.0,0.0,1.0
art_v1_ed7c550d98b501adf6d011b36827ceab7013736e1f75dd92e0bc1aac38fb0176,Congress seeks to arm Taiwan quickly as China threat grows,2022-11-14,Mindful of lessons learned from Russia's invasion ,republican,2022-11,Washington Post.com,1.0986122886681098,35.0,2.0,10.0,1.0,50.0,1.0,0.0,1.0
art_v1_ed86608569d30bef5edc96159dd5ac3d59a8ea487fcb137a4379d58de51c5090,"With Russia at Poland's doorstep, Warsaw tries to woo Western critics",2022-03-28,You're reading an excerpt from the Today's WorldVi,democrat,2022-03,Washington Post.com,0.6931471805599453,,,,,,,,
